,date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,growth_rate,growth_accel,growth_accel_rate
1126,2020-06-08,MG,Amparo do Serra,city,1,0,True,4713.0,3102506,21.21791,0.0,0.0,0.0,0.0
1127,2020-06-08,MG,Andradas,city,10,1,True,41077.0,3102605,24.344520000000003,0.1,0.41606252007841066,0.025040641988360875,0.0018150237643847049
1128,2020-06-08,MG,Andrelândia,city,14,0,True,12224.0,3102803,114.5288,0.0,0.49020974899133873,-5.935058675801001e-05,-0.0013600658422206365
1129,2020-06-08,MG,Antônio Carlos,city,6,0,True,11445.0,3102902,52.424640000000004,0.0,0.33285599215831463,0.04368717920068652,-0.001069152823298456
1130,2020-06-08,MG,Antônio Dias,city,5,0,True,9318.0,3103009,53.659580000000005,0.0,0.16369966827458093,0.017687815543229023,-0.002964310456637423
1131,2020-06-08,MG,Araçuaí,city,2,0,True,36708.0,3103405,5.4484,0.0,0.03764839360298108,-0.001004774889831948,-0.00040807287808336274
1132,2020-06-08,MG,Araguari,city,34,1,True,117267.0,3103504,28.99366,0.0294,0.6810925749805525,0.0222995083760217,0.0009196733726061331
1133,2020-06-08,MG,Arantina,city,3,0,True,2795.0,3103603,107.33453,0.0,0.06101927608121753,0.0041830441787645495,1.3179164108334414e-06
1134,2020-06-08,MG,Araporã,city,7,0,True,6869.0,3103751,101.90711999999999,0.0,0.4051125923689404,-0.001962001682030322,-0.007941002044754546
1135,2020-06-08,MG,Arapuá,city,2,0,True,2834.0,3103801,70.57163,0.0,0.19978513107997387,0.0334587821397334,0.001317975423543416
1136,2020-06-08,MG,Araxá,city,152,3,True,106229.0,3104007,143.0871,0.0197,3.9084076764537583,0.07422559014242026,-0.011952819086841735
1137,2020-06-08,MG,Arceburgo,city,5,0,True,10772.0,3104106,46.41664,0.0,0.07302116212129331,-0.002108051897993293,-0.00022422367029406449
1138,2020-06-08,MG,Arcos,city,25,0,True,40092.0,3104205,62.35658000000001,0.0,0.48043876241646577,0.0038087233827417276,-0.002476505648624146
1139,2020-06-08,MG,Astolfo Dutra,city,15,1,True,14179.0,3104601,105.79025,0.0667,0.481746585609003,0.009754383627772555,-0.0003700430247154919
1140,2020-06-08,MG,Baependi,city,2,0,True,19148.0,3104908,10.44496,0.0,0.09042221767895081,0.0043431718774207565,-0.0012243818437556362
1141,2020-06-08,MG,Bambuí,city,1,0,True,23829.0,3105103,4.1965699999999995,0.0,0.0,0.0,0.0
1142,2020-06-08,MG,Barão de Cocais,city,45,0,True,32485.0,3105400,138.52546999999998,0.0,3.834462402001472,0.13607387987876302,-0.06401142437836047
1143,2020-06-08,MG,Barbacena,city,306,4,True,137313.0,3105608,222.84852999999998,0.0131,6.988178209331388,0.03204737831128344,-0.032087622330308846
1144,2020-06-08,MG,Barra Longa,city,1,0,True,5131.0,3105707,19.48938,0.0,0.0,0.0,0.0
1145,2020-06-08,MG,Barroso,city,4,0,True,20810.0,3105905,19.221529999999998,0.0,0.1508722456502807,0.009771717059865069,0.0010831905717944043
1146,2020-06-08,MG,Bela Vista de Minas,city,3,0,True,10255.0,3106002,29.25402,0.0,0.05891839329919581,-0.0003212658737592594,-0.0001872924137595082
1147,2020-06-08,MG,Belmiro Braga,city,4,1,True,3429.0,3106101,116.65208999999999,0.25,0.05728932254440298,0.0010096026471959755,0.0001012449084744946
1148,2020-06-08,MG,Belo Horizonte,city,2514,59,True,2512070.0,3106200,100.07683,0.0235,46.086761183257146,1.2368084814597524,0.024619313414890327
1149,2020-06-08,MG,Belo Oriente,city,18,1,True,26700.0,3106309,67.41573000000001,0.0556,0.5625864629477519,0.03016979011867367,0.0010407283084278081
1150,2020-06-08,MG,Belo Vale,city,2,1,True,7715.0,3106408,25.92353,0.5,0.03516042455913626,0.001988019609030945,-2.814953817969581e-05
1151,2020-06-08,MG,Betim,city,254,11,True,439340.0,3106705,57.813990000000004,0.0433,6.503059352733779,0.3368434716890157,0.014236181627734918
1152,2020-06-08,MG,Bicas,city,7,0,True,14494.0,3106903,48.29585,0.0,0.19689743272679766,0.008893038946640926,-6.353851652528232e-05
1153,2020-06-08,MG,Biquinhas,city,1,0,True,2515.0,3107000,39.76143,0.0,0.0,0.0,0.0
1154,2020-06-08,MG,Boa Esperança,city,34,2,True,40127.0,3107109,84.73098,0.0588,0.6018107229542252,0.0038818728617874563,-0.001183499528126407
1155,2020-06-08,MG,Bocaina de Minas,city,2,0,True,5090.0,3107208,39.29273,0.0,0.05159501267327514,-0.004653314620619389,-0.0013729033851475124
1156,2020-06-08,MG,Bocaiúva,city,6,0,True,49979.0,3107307,12.00504,0.0,0.22705842980786936,0.014260449695885588,0.001764974946250948
1157,2020-06-08,MG,Bom Despacho,city,22,1,True,50605.0,3107406,43.47397,0.0455,0.5601970209612077,0.03245370711743569,0.0022390930847233574
1158,2020-06-08,MG,Bom Jesus do Amparo,city,3,0,True,6083.0,3107703,49.31777,0.0,0.0,0.0,0.0
1159,2020-06-08,MG,Bom Jesus do Galho,city,1,1,True,14935.0,3107802,6.69568,1.0,0.0,0.0,0.0
1160,2020-06-08,MG,Bom Repouso,city,5,0,True,10547.0,3107901,47.40685,0.0,0.08588090935243249,0.0019139661298660296,-0.00019878304333551024
1161,2020-06-08,MG,Bonfim,city,5,1,True,6868.0,3108107,72.8014,0.2,0.1320685683270296,0.008861284936739154,0.00027823309866380663
1162,2020-06-08,MG,Bonfinópolis de Minas,city,1,0,True,5493.0,3108206,18.20499,0.0,0.0,0.0,0.0
1163,2020-06-08,MG,Borda da Mata,city,4,0,True,19412.0,3108305,20.60581,0.0,0.04856205099065873,-0.0007438555299858913,-0.00019787412198471035
1164,2020-06-08,MG,Botelhos,city,6,1,True,14971.0,3108404,40.07748,0.1667,0.10696781291484418,0.004276557660369641,0.0003462915407695142
1165,2020-06-08,MG,Brasília de Minas,city,7,0,True,32347.0,3108602,21.64034,0.0,0.07584532638308357,-0.004003212525076372,-3.1377628917076405e-05
1166,2020-06-08,MG,Brazópolis,city,8,0,True,14459.0,3108909,55.32886,0.0,0.16003914159289154,-0.007780038964889096,0.00015319901671587626
1167,2020-06-08,MG,Brumadinho,city,40,0,True,40103.0,3109006,99.74316,0.0,1.2479703863766884,0.06368988288627632,0.005281419549315522
1168,2020-06-08,MG,Bueno Brandão,city,4,2,True,11001.0,3109105,36.36033,0.5,0.09491707037221572,0.004254153720228087,0.0006390359805083792
1169,2020-06-08,MG,Buenópolis,city,8,0,True,10365.0,3109204,77.18283000000001,0.0,0.6919930018778816,0.0364881325367827,-0.010450146448928558
1170,2020-06-08,MG,Bugre,city,1,0,True,3982.0,3109253,25.11301,0.0,0.0,0.0,0.0
1171,2020-06-08,MG,Buritis,city,4,0,True,24841.0,3109303,16.10241,0.0,0.5995702159615129,0.0979177786681827,0.0008204479694741676
1172,2020-06-08,MG,Buritizeiro,city,2,0,True,28056.0,3109402,7.1286,0.0,0.2539618220417368,0.06371203943629715,0.013513599150893308
1173,2020-06-08,MG,Cachoeira de Minas,city,1,0,True,11547.0,3109709,8.660260000000001,0.0,0.0,0.0,0.0
1174,2020-06-08,MG,Cachoeira de Pajeú,city,1,0,True,9412.0,3102704,10.62473,0.0,0.0,0.0,0.0
1175,2020-06-08,MG,Cachoeira Dourada,city,2,0,True,2692.0,3109808,74.29420999999999,0.0,0.03604504748535347,-0.0022006006893755038,-0.0003949174587996963
1176,2020-06-08,MG,Caetanópolis,city,3,0,True,11624.0,3109907,25.808670000000003,0.0,0.03279875179461232,-0.001892462942113938,-1.1256456393644569e-05
1177,2020-06-08,MG,Caeté,city,17,0,True,44718.0,3110004,38.016009999999994,0.0,0.4576085712909021,0.024528342696373672,0.0014794849085165331
1178,2020-06-08,MG,Caiana,city,1,0,True,5496.0,3110103,18.19505,0.0,0.0,0.0,0.0
1179,2020-06-08,MG,Cajuri,city,8,0,True,3987.0,3110202,200.65212,0.0,0.35454011809110564,0.038639888092770684,0.005054046802877983
1180,2020-06-08,MG,Caldas,city,14,0,True,14480.0,3110301,96.68508,0.0,0.4189080592069727,-0.006260448373368937,-0.003073228181729048
1181,2020-06-08,MG,Camanducaia,city,63,1,True,21770.0,3110509,289.38907,0.0159,1.5048286545093104,0.012583530334358705,-0.005551077461102886
1182,2020-06-08,MG,Cambuí,city,39,0,True,29551.0,3110608,131.97523,0.0,0.600886321187413,-0.006907222190414918,-0.0007124623288698947
1183,2020-06-08,MG,Cambuquira,city,3,0,True,12814.0,3110707,23.41189,0.0,0.032142598629048905,-0.0006825819482619264,-0.0001356545374944314
1184,2020-06-08,MG,Campanha,city,1,0,True,16665.0,3110905,6.0006,0.0,0.0,0.0,0.0
1185,2020-06-08,MG,Campestre,city,1,0,True,21055.0,3111002,4.74947,0.0,0.0,0.0,0.0
1186,2020-06-08,MG,Campina Verde,city,6,0,True,19745.0,3111101,30.38744,0.0,0.22325012568715746,0.007869462717327042,0.0005744748619143239
1187,2020-06-08,MG,Campo Belo,city,11,0,True,54029.0,3111200,20.35944,0.0,0.22718909507314342,0.011378657966651193,0.0004768311292671456
1188,2020-06-08,MG,Campo Florido,city,1,0,True,8151.0,3111408,12.26843,0.0,0.0,0.0,0.0
1189,2020-06-08,MG,Campos Altos,city,14,0,True,15461.0,3111507,90.55041999999999,0.0,0.3845055298610233,0.03357344615322849,0.004262285157401363
1190,2020-06-08,MG,Campos Gerais,city,5,0,True,28774.0,3111606,17.3768,0.0,0.08914082827683525,0.0028576833994946537,0.0006361541483709113
1191,2020-06-08,MG,Canápolis,city,2,0,True,12150.0,3111804,16.460910000000002,0.0,0.0848022068310631,0.010815898547098092,0.0015300390161159744
1192,2020-06-08,MG,Cana Verde,city,7,0,True,5603.0,3111903,124.93307,0.0,0.08802549296490329,0.0002113429630677887,0.0002031810804696703
1193,2020-06-08,MG,Candeias,city,5,0,True,14886.0,3112000,33.588609999999996,0.0,0.12826199845022968,-0.004048646579403132,-0.0005995325255671818
1194,2020-06-08,MG,Caparaó,city,1,0,True,5438.0,3112109,18.389110000000002,0.0,0.0,0.0,0.0
1195,2020-06-08,MG,Capela Nova,city,1,0,True,4653.0,3112208,21.49151,0.0,0.0,0.0,0.0
1196,2020-06-08,MG,Capetinga,city,1,0,True,6920.0,3112406,14.450870000000002,0.0,0.0,0.0,0.0
1197,2020-06-08,MG,Capim Branco,city,4,0,True,9754.0,3112505,41.00882,0.0,0.22001866916806967,0.009652983937564022,-0.0013241141930659336
1198,2020-06-08,MG,Capinópolis,city,9,0,True,16173.0,3112604,55.6483,0.0,0.34122078068028666,0.028732128103406723,0.002664165994949546
1199,2020-06-08,MG,Capitão Enéas,city,13,1,True,15234.0,3112703,85.33543,0.0769,0.7635817415353765,-0.001863116836554108,-0.0105538872050188
1200,2020-06-08,MG,Capitólio,city,2,1,True,8632.0,3112802,23.1696,0.5,0.01639092502434843,-0.0005704482716531649,-4.828090261878975e-05
1201,2020-06-08,MG,Caraí,city,1,0,True,23685.0,3113008,4.22208,0.0,0.0,0.0,0.0
1202,2020-06-08,MG,Caranaíba,city,3,0,True,3183.0,3113107,94.25071,0.0,0.11071390292537996,0.0078952403368939,-0.0013178561569534483
1203,2020-06-08,MG,Carandaí,city,14,0,True,25501.0,3113206,54.899809999999995,0.0,0.5435932806765322,0.038661742297739256,0.003058739866229166
1204,2020-06-08,MG,Carangola,city,95,2,True,33000.0,3113305,287.87879,0.0211,2.2153579024395165,0.020930990557003832,-0.0087110715912867
1205,2020-06-08,MG,Caratinga,city,41,3,True,92062.0,3113404,44.5352,0.0732,1.2608192030586827,0.03396931206971684,0.000667664798439933
1206,2020-06-08,MG,Carbonita,city,1,0,True,9405.0,3113503,10.632639999999999,0.0,0.0,0.0,0.0
1207,2020-06-08,MG,Careaçu,city,1,0,True,6757.0,3113602,14.799470000000001,0.0,0.0,0.0,0.0
1208,2020-06-08,MG,Carlos Chagas,city,1,0,True,18837.0,3113701,5.3087,0.0,0.0,0.0,0.0
1209,2020-06-08,MG,Carmo da Cachoeira,city,4,0,True,12170.0,3113909,32.867709999999995,0.0,0.09589168127007024,0.006571614496176235,0.0001984460036506173
1210,2020-06-08,MG,Carmo da Mata,city,1,0,True,11476.0,3114006,8.71384,0.0,0.0,0.0,0.0
1211,2020-06-08,MG,Carmo de Minas,city,1,0,True,14859.0,3114105,6.72993,0.0,0.0,0.0,0.0
1212,2020-06-08,MG,Carmo do Cajuru,city,48,2,True,22478.0,3114204,213.54213,0.0417,1.0637553841133651,0.014519810113726463,-0.0038865271610789482
1213,2020-06-08,MG,Carmo do Paranaíba,city,29,0,True,30329.0,3114303,95.61806,0.0,1.5095922089004992,0.12404617996065188,0.01087400782985976
1214,2020-06-08,MG,Carmo do Rio Claro,city,7,0,True,21225.0,3114402,32.97998,0.0,0.5036618598607596,-0.010306300961065462,-0.017867414383855765
1215,2020-06-08,MG,Carmópolis de Minas,city,14,0,True,19355.0,3114501,72.33273,0.0,0.30908896487060183,-0.001598956976258026,-0.0015634923775941203
1216,2020-06-08,MG,Carrancas,city,1,0,True,4047.0,3114600,24.70966,0.0,0.0,0.0,0.0
1217,2020-06-08,MG,Carvalhópolis,city,1,0,True,3579.0,3114709,27.94077,0.0,0.0,0.0,0.0
1218,2020-06-08,MG,Cascalho Rico,city,1,0,True,3075.0,3115003,32.52033,0.0,0.0,0.0,0.0
1219,2020-06-08,MG,Cataguases,city,44,2,True,75123.0,3115300,58.570609999999995,0.0455,0.9744077409065866,0.007540041194448986,-0.0012571333192125133
1220,2020-06-08,MG,Catas Altas,city,11,0,True,5376.0,3115359,204.6131,0.0,0.42034362775255857,-3.209810834929657e-05,-0.0034253647809595893
1221,2020-06-08,MG,Catas Altas da Noruega,city,4,0,True,3641.0,3115409,109.85993,0.0,0.3440867777058171,0.034661202968725116,0.0006597021206936492
1222,2020-06-08,MG,Catuji,city,8,0,True,6311.0,3115458,126.7628,0.0,0.16833956995718413,0.0077432109054064975,0.000308838339498651
1223,2020-06-08,MG,Caxambu,city,13,1,True,21656.0,3115508,60.02955,0.0769,0.42467601393022375,0.0034515065022596957,-0.0010114365096498754
1224,2020-06-08,MG,Centralina,city,26,1,True,10350.0,3115805,251.20772999999997,0.0385,0.7439930304302066,0.047639187957695,0.003938477423698264
1225,2020-06-08,MG,Chácara,city,1,0,True,3154.0,3115904,31.70577,0.0,0.0,0.0,0.0
1226,2020-06-08,MG,Chalé,city,4,0,True,5704.0,3116001,70.12623,0.0,0.19550358571978477,0.013280088056070147,0.0005089439654111961
1227,2020-06-08,MG,Chiador,city,17,0,True,2687.0,3116209,632.67585,0.0,0.5394424952450175,-0.016277423852810786,-0.0037337287727236055
1228,2020-06-08,MG,Cláudio,city,5,0,True,28617.0,3116605,17.47213,0.0,0.13840898002938049,0.007112761613833368,0.0014156091480281123
1229,2020-06-08,MG,Coimbra,city,1,0,True,7556.0,3116704,13.234520000000002,0.0,0.0,0.0,0.0
1230,2020-06-08,MG,Comercinho,city,1,0,True,6929.0,3117009,14.4321,0.0,0.0,0.0,0.0
1231,2020-06-08,MG,Conceição das Alagoas,city,4,0,True,27893.0,3117306,14.340520000000001,0.0,0.077619130415589,0.006923038640465239,0.0008929868523773442
1232,2020-06-08,MG,Conceição das Pedras,city,1,0,True,2812.0,3117207,35.56188,0.0,0.0,0.0,0.0
1233,2020-06-08,MG,Conceição do Mato Dentro,city,12,0,True,17842.0,3117504,67.25703,0.0,0.8293910534881495,0.09574914272919503,0.010332863065422962
1234,2020-06-08,MG,Conceição do Rio Verde,city,2,0,True,13638.0,3117702,14.66491,0.0,0.0,0.0,0.0
1235,2020-06-08,MG,Conceição dos Ouros,city,3,0,True,11638.0,3117801,25.77763,0.0,0.09976919581013417,0.011691963825397153,0.0011261570793796383
1236,2020-06-08,MG,Confins,city,1,0,True,6730.0,3117876,14.858839999999999,0.0,0.0,0.0,0.0
1237,2020-06-08,MG,Congonhal,city,1,0,True,11950.0,3117900,8.3682,0.0,0.0,0.0,0.0
1238,2020-06-08,MG,Congonhas,city,40,1,True,54762.0,3118007,73.04335,0.025,1.679393386698602,0.07931315314268031,0.0008066960287149587
1239,2020-06-08,MG,Conselheiro Lafaiete,city,46,0,True,128589.0,3118304,35.772890000000004,0.0,1.0156433735563437,0.03729947909701747,0.0029237040223613025
1240,2020-06-08,MG,Conselheiro Pena,city,7,0,True,22921.0,3118403,30.53968,0.0,0.4513101124435632,0.026438898660938133,-0.002391925029050666
1241,2020-06-08,MG,Contagem,city,436,16,True,663855.0,3118601,65.67699,0.0367,10.225248391638317,0.44208131847978593,0.014397242128962583
1242,2020-06-08,MG,Coqueiral,city,1,0,True,9159.0,3118700,10.91822,0.0,0.0,0.0,0.0
1243,2020-06-08,MG,Coração de Jesus,city,1,0,True,26602.0,3118809,3.75912,0.0,0.0,0.0,0.0
1244,2020-06-08,MG,Corinto,city,29,0,True,23731.0,3119104,122.20303,0.0,1.49572975383074,-0.0055875887920448725,-0.017689673008111917
1245,2020-06-08,MG,Coromandel,city,7,0,True,27974.0,3119302,25.023239999999998,0.0,0.045964667046514654,-0.0029159828309414317,0.00018015172730768535
1246,2020-06-08,MG,Coronel Fabriciano,city,159,0,True,109855.0,3119401,144.73623999999998,0.0,4.150903665051413,0.19785922478571502,0.002638807702378529
1247,2020-06-08,MG,Coronel Pacheco,city,1,0,True,3086.0,3119609,32.40441,0.0,0.0,0.0,0.0
1248,2020-06-08,MG,Coronel Xavier Chaves,city,2,0,True,3434.0,3119708,58.241119999999995,0.0,0.3443210318882121,0.13039376355529927,0.051584346021876636
1249,2020-06-08,MG,Córrego do Bom Jesus,city,9,0,True,3704.0,3119906,242.98056,0.0,0.27111412858538847,-0.013660796598829562,-0.001992180571513889
1250,2020-06-08,MG,Córrego Novo,city,1,0,True,2771.0,3120003,36.08805,0.0,0.0,0.0,0.0
1251,2020-06-08,MG,Couto de Magalhães de Minas,city,4,0,True,4410.0,3120102,90.70295,0.0,0.146071092750854,0.0063530961691499015,-0.0006215880880421549
1252,2020-06-08,MG,Crisólita,city,5,0,True,6704.0,3120151,74.58234,0.0,0.2933951035019678,0.0015059120248299745,-0.005828373372193589
1253,2020-06-08,MG,Cristina,city,2,0,True,10242.0,3120508,19.52744,0.0,0.02419237913276595,-0.002897204878181787,2.5417313217400534e-05
1254,2020-06-08,MG,Cruzília,city,5,0,True,15417.0,3120805,32.43173,0.0,0.1528005857148144,0.00040852293156477153,-0.0009683550632555524
1255,2020-06-08,MG,Curvelo,city,47,0,True,80129.0,3120904,58.65541999999999,0.0,0.969105332149587,-0.037426751362100344,-0.0036788028215416282
1256,2020-06-08,MG,Delfim Moreira,city,7,0,True,8025.0,3121100,87.22740999999999,0.0,0.15787845311254955,-0.009082309067808372,-0.0010711136758062409
1257,2020-06-08,MG,Delfinópolis,city,1,0,True,7114.0,3121209,14.05679,0.0,0.0,0.0,0.0
1258,2020-06-08,MG,Delta,city,3,0,True,10533.0,3121258,28.48191,0.0,0.19193409901256706,0.02587416018886766,0.003774698668161297
1259,2020-06-08,MG,Descoberto,city,1,0,True,5013.0,3121308,19.94813,0.0,0.0,0.0,0.0
1260,2020-06-08,MG,Diamantina,city,9,0,True,47723.0,3121605,18.858829999999998,0.0,0.2511520612555313,-0.018162725698834814,-0.0015932477750389825
1261,2020-06-08,MG,Diogo de Vasconcelos,city,6,0,True,3802.0,3121704,157.81168,0.0,0.4114764065405686,0.012793403230675304,-0.006161203006694803
1262,2020-06-08,MG,Dionísio,city,5,0,True,7729.0,3121803,64.69142,0.0,0.0,0.0,0.0
1263,2020-06-08,MG,Divinésia,city,1,0,True,3417.0,3121902,29.26544,0.0,0.0,0.0,0.0
1264,2020-06-08,MG,Divino,city,12,0,True,19931.0,3122009,60.207719999999995,0.0,0.4437286932558259,0.03511766358536237,0.004421247858239652
1265,2020-06-08,MG,Divino das Laranjeiras,city,1,0,True,4979.0,3122108,20.08435,0.0,0.0,0.0,0.0
1266,2020-06-08,MG,Divinópolis,city,224,3,True,238230.0,3122306,94.02678,0.0134,3.618861308787519,0.03909247836846099,-0.005519690706370234
1267,2020-06-08,MG,Divisa Alegre,city,6,0,True,6786.0,3122355,88.41733,0.0,0.38739261632338207,0.015384578826205452,-0.004321934861964852
1268,2020-06-08,MG,Divisa Nova,city,1,0,True,6011.0,3122405,16.63617,0.0,0.0,0.0,0.0
1269,2020-06-08,MG,Dom Bosco,city,3,0,True,3677.0,3122470,81.58825,0.0,0.3495897360263828,0.06718425459744931,0.012262766572982371
1270,2020-06-08,MG,Dom Cavati,city,2,0,True,5072.0,3122504,39.432179999999995,0.0,0.08152182619564186,0.005784130791212772,-0.00023604822852067397
1271,2020-06-08,MG,Dom Joaquim,city,1,0,True,4195.0,3122603,23.8379,0.0,0.0,0.0,0.0
1272,2020-06-08,MG,Dores do Indaiá,city,2,0,True,13483.0,3123205,14.83349,0.0,0.07161633872571802,0.006197417735752833,0.0002978068708629791
1273,2020-06-08,MG,Durandé,city,2,0,True,7841.0,3123528,25.50695,0.0,0.09793893720555018,0.004389079225228984,-0.0017528232658686144
1274,2020-06-08,MG,Elói Mendes,city,6,0,True,28076.0,3123601,21.37057,0.0,0.11282435930684735,-0.0072740056270367325,-0.00024058498207897385
1275,2020-06-08,MG,Engenheiro Navarro,city,1,0,True,7242.0,3123809,13.80834,0.0,0.0,0.0,0.0
1276,2020-06-08,MG,Entre Folhas,city,1,0,True,5370.0,3123858,18.62197,0.0,0.0,0.0,0.0
1277,2020-06-08,MG,Ervália,city,6,0,True,18895.0,3124005,31.75443,0.0,0.26367984535897665,0.01203383881587754,-0.0003676854609993289
